abatement,n.消除
rigor,"n.严格,严厉,苛刻,严密,严酷,精确"
rile,"vt.激怒,使恼怒"
rind,n.外壳
rinse,"v.嗽口,(用清水)刷,冲洗掉,漂净n.嗽洗,漂洗,漂清,冲洗"
riot,"n.暴乱,骚动,(植物,疾病等)蔓延,放荡,暴动v.骚乱,放纵,挥霍,参加骚动"
riotous,"adj.暴动的,骚乱的,狂欢的"
ripen,vt.使成熟vi.成熟
ripple,n.波纹v.起波纹
ritzy,"adj.豪华的,时髦的,讲究的"
rive,"vt.撕开,劈开,使沮丧vi.裂开,破裂"
riven, vbl.rive的过去分词
riveting,
roe,"n.[动](3岁以上的)雌鹿,(还在雌鱼卵巢中的)鱼卵,(充满精液的)雄鱼生殖腺,(木材纵剖面的)鱼卵形黑色斑纹"
rollicking,adj.嬉戏耍闹作乐的
rotate,v.(使)旋转 /v.旋转/翻转
rote,"n.死记硬背,机械的做法,生搬硬套"
rotten,"adj.腐烂的,恶臭的,堕落的,(岩石等)风化的,虚弱的,无用的"
roughen,v.(使)变粗糙
roundabout,"adj.迂回的,转弯抹角的n.道路交叉处的环形路,迂回路线,兜圈子的话"
rout,n.溃退v.击溃
rove,"v.漫游,流浪,转来转去,纺成粗纱n.漫游,流浪,粗纱"
ruckus,"n.喧闹,骚动"
rudder,"n.舵,方向舵"
ruddy,"adj.红的,红润的v.(使)变红"
rue,"n.<古>懊悔,后悔,[植]芸香v.后悔,悲伤,懊悔"
ruffle,v.滋扰
rumble,"v.隆隆声,辘辘行驶,低沉地说n.隆隆声,辘辘声,吵嚷声"
ruminate,"v.反刍,沉思"
rumple,"v.弄皱,弄得乱七八糟n.皱纹,皱褶"
rumpus,"n.喧闹,吵闹"
runic,adj.古代北欧文字的
rupture,"v.破裂,裂开,断绝(关系等),割裂n.破裂,决裂,敌对,割裂"
rural,"adj.乡下的,田园的,乡村风味的,生活在农村的"
ruse,n.诡计
rustle,"n.沙沙声,飒飒声vi.发出沙沙声,奋力工作,急速移动vt.使沙沙响"
ruthlessness,"n.无情,冷酷"
sacrament,"n.[基督教] 圣礼,(the sacrament) 基督教圣餐adj.沉默的v.用土覆盖,立誓"
sacrilege,"n.冒渎,亵渎圣物,悖理逆天的行为,渎圣罪"
sadden,v.悲哀
saddle,"n.鞍,鞍状物v.承受"
sag,"v.松弛,下陷,下垂,(物价)下跌,漂流n.下垂,下陷,物价下跌,随风漂流,垂度"
salmon,"n.[鱼]鲑鱼,大麻哈鱼,鲜肉色"
salutation,n.招呼
salute,"n.(尤指军队等之)举手礼,升降旗致敬,呜礼炮等,敬礼v.行礼致敬,敬礼"
salve,n.药膏v.涂油膏
sampler,"n.样品检验员,刺绣样品,取样器"
sangfroid,"n.冷静,泰然,镇静或沉着"
sanitize,v.清洁
sanity,n.心智健全
sardonic,adj.讽刺的
sartorial,"adj.裁缝的,缝纫的,[解]缝匠肌的"
sash,"n.框格,肩带,腰带,飒饰,窗扇vt.装以窗框,系上腰带"
satanic,"adj.邪恶的,恶魔的,魔鬼般的"
sate,"vt.使心满意足,过分的给与"
satiny,adj.光滑的
satire,"n.讽刺文学,讽刺"
saturated,"adj.渗透的,饱和的,深颜色的"
saucy,adj.漂亮的
saunter,"n.vi.闲逛,漫步"
savvy,"v.知道,了解n.机智,头脑,理解,悟性"
scabrous,adj.粗糙的
scads,
scald,"n.烫伤,烫洗v.被热油烫伤手,以沸水或蒸气清洗,烫伤,烫洗"
scalding,"adj.滚烫的,尖刻的n.烫伤"
scamp,n.流氓vt.草率地做
scamper,v.奔跳n.奔跑
scan,"v.细看,审视,浏览,扫描n.扫描"
scandal,"n.丑行,丑闻,诽谤,耻辱,流言蜚语"
scar,"n.伤痕,疤痕v.结疤,使留下伤痕,创伤"
scare,"v.惊吓,受惊,威吓n.惊恐,恐慌,恐惧"
scatter,"v.分散,散开,撒开,驱散"
schematize,"vt.把...系统化,用计划表达"
scintillate,"v.发出火花,闪耀光芒"
scission,"n.切断,分开,分离,分裂"
scissor,"vt.剪,剪取,截取,删除,削减n.剪刀"
scoff,"n.嘲笑,嘲弄的话,嘲弄的对象,愚弄,笑柄,食品v.轻蔑地说,嘲笑,嘲弄,贪吃,狼吞虎咽"
scorch,"v.烧焦,枯萎n.烧焦,焦痕,枯黄"
scorching,"adj.灼热的,激烈的"
scotch,"n.苏格兰人,苏格兰语adj.苏格兰人的,苏格兰语的n.刻痕vt.镇压,粉碎,刻痕,使受伤"
scowl,"n.愁容,怒容,暴风雨前的阴沉晦暗vi.皱眉头,怒目而视vt.板着脸表示"
scraggly,"adj.零乱的,锯齿状的,起伏的,凸凹不平的"
scrape,"n.刮,擦,擦痕,刮擦声,困境vi.刮掉,擦掉,刮出刺耳声vt.刮,擦,擦伤,挖成"
scrawl,"vt.乱涂,潦草地写vi.乱写n.潦草的笔迹"
scribble,"n.潦草的写法,潦草写成的东西,杂文v.潦草地写,乱写,滥写"
scrimp,"vt.过度缩减,克扣vi.节省或精打细算adj.不足的,吝啬的"
scripture,"n.手稿,文件,[Scripture] 基督教(圣经),经文"
scruffy,"adj.肮脏的,不整洁的,破旧的"
scrumptious,"adj.极为愉快的,绝妙的,极好的,味美的"
scrutable,"adj.可解读的,可以了解的"
scrutinize, 细察
scud,"vi.迅速地移动或奔跑n.飞奔,飞云,小阵雨,碎雨云,风吹起的浪或水花"
scuff,"vi.拖足而行,磨损vt.以足擦地,践踏,使磨损n.拖着脚走,磨损之处"
scurry,"vi.急赶,急跑,急转,以轻快而交替的步子走动n.急赶,急跑,急转"
scurvy,"adj.下流的,卑鄙的,无礼的n.[医]坏血病"
scutter,n.疾走v.疾走
seafaring,"n.航海事业,水手工作adj.航海事业的,水手工作的"
seam,"n.接缝,线缝,缝合线,衔接口,伤疤,层vt.缝合,接合,焊合,使留下伤痕vi.裂开,发生裂痕"
seamy,"adj.露出线缝的,丑恶的"
sear,"adj.烤焦的,枯萎的vt.烤焦,使枯萎vi.凋谢,干枯"
seasoned,"adj.经验丰富的,老练的"
secretive,"adj.秘密的,偷偷摸摸的,[生理]分泌的,促进分沁的"
secure,"adj.安全的,可靠的,放心的,无虑的v.保护"
sedulity,"n.勤勉,勤奋"
seep,"v.渗出,渗漏"
self-assertion,
senile,"adj.老年的,高龄的,衰老的"
sensible,"adj.有感觉的,明智的,有判断力的"
sententious,"adj.简洁的,警句的,富于格言的,很多(过分)说教式的"
sentient,"adj.有感觉力的,有感情的,感觉灵敏的,意识到的n.有知觉力的人"
sentiment,"n.情操,情感,情绪,观点,多愁善感,感情"
sentinel,n.哨兵
sentry,n.岗哨
sequacious,adj.盲从的
sequestrate,"vt.扣押,没收"
seraphic,"adj.纯洁的,六翼天使的,天使一般的"
sere,adj.干枯的n.演替系列
serenade,n.小夜曲v.唱小夜曲
sermon,"n.训诫,说教,布道"
serpentine,adj.蜿蜒的
serried,"adj.密集的,林立的,重叠罗列的"
settle,"n.有背的长凳vt.安放,使定居,安排,解决,决定,整理,支付,使平静vi.安家,定居,停留,下陷,沉淀,决定,澄清"
sever,v.切断
severe,"adj.严厉的,严格的,剧烈的,严重的,严峻的"
shabby,"adj.破旧的,褴褛的,低劣的,卑鄙的,不公平的"
shamble,"vi.蹒跚地走,摇摇晃晃地走n.蹒跚,摇晃的脚步,拖沓的脚步"
shattered,
sheaf,"n.捆,束,札v.捆,束,札"
shear,"v.剪,修剪,剪切"
sheen,"n.光辉v.闪光,发出光彩"
sheer,"adj.全然的,纯粹的,绝对的,彻底的,透明的,峻峭的vi.避开,躲避,偏航vt.使避开,使偏航adv.完全,全然,峻峭n.偏航"
shelter,"n.掩蔽处,身避处,掩蔽,保护,庇护所,掩体v.掩蔽,躲避"
shield,"n.防护物,护罩,盾,盾状物vt.(from) 保护,防护v.遮蔽"
shilly-shally,
shipshape,adj.井然有序的
shirk,"vi.逃避,推卸vt.逃避"
shoddy,"adj.翻制的,以次充好的,假冒的n.赝品"
shove,"n.<口>推,挤vt.<口>推挤,猛推,强使vi.推"
showy,"adj.浮华的,(过分)艳丽的,炫耀的,卖弄的"
shrewd,adj.精明
shriek,"v.尖声叫喊,耸人听闻地报道,尖声喊叫n.尖叫,尖声,尖声喊叫"
shudder,"n.vi.战栗,发抖"
shuttle,"n.往返汽车(列车、飞机),航天飞机,梭子,穿梭v.穿梭往返"
sibyl,"n.女巫,女算命师,(古罗马或古希腊的)女预言家"
sideline,"n.副业,边界线,兼职,附带销售的货物,局外人的观点adj.倾斜的vt.迫使退出"
sideshow,"n.杂耍,穿插表演,附属事件"
sidestep,"n.横跨的一步,(侧面的)台阶vt.横跨一步躲闪,回避(困难)vi.回避问题,躲避打击"
siege,"n.包围,围城,长期努力,不断袭击,围攻v.包围,围攻"
sift,v.详审
signature,"n.签名,署名,信号"
signify,"vt.表示,意味vi.要紧,有重要性v.颇为重要,表示"
simile,"n.[修辞]明喻,明喻的说法,明喻的词语用法"
simmer,"vt.慢煮vi.煨,炖,内部混乱状态n.将沸腾的状态,将沸腾的温度"
simonize,"vt.给...上蜡,把...擦亮"
simper,"n.痴笑,假笑vi.痴笑vt.假笑着说"
simulate,"vt.模拟,模仿,假装,冒充"
simultaneous,"adj.同时的,同时发生的"
singe,"v.烧焦,烤焦"
sip,
skim,v.撇去
skirmish,n.小冲突v.进行一场小冲突
skirt,n.裙子v.环绕
skit,"n.讽刺话,幽默故事,若干,一群"
skittish,"adj.易激动的,轻佻的"
skullduggery,n.=skulduggery
skyrocket,n.流星焰火
slack,"n.松弛,静止,淡季,闲散,家常裤adj.松弛的,不流畅的,疏忽的,软弱的,漏水的,呆滞的,懒散的adv.马虎地,缓慢地vt.使松弛,使缓慢,马虎从事vi.松懈,减弱,松驰"
slake,v.消除
slander,n.诽谤v.诽谤
slant,"v.(使)倾斜,歪向n.倾斜"
slattern,"n.懒妇,妓女adj.不整洁的vt.浪费掉"
slay,"v.<书>杀,杀死,宰杀,杀害,宰杀,杀死"
sleight,"n.技巧,手法,诡计,熟练"
slew,v.回转
slice,"n.薄片,切片,一份,部分,片段v.切(片)"
slick,"adj.光滑的,熟练的,聪明的,华而不实的,陈腐的,平凡的,老套的adv.灵活地,聪明地vt.使光滑,使漂亮n.平滑的水面,平滑器,修光工具vi.打扮整洁"
slight,"adj.轻微的,微小的"
slink,v.潜逃
slippage,"n.滑动,滑移,滑程"
slippery,"adj.滑的,光滑的"
slit,"vt.切开,撕裂n.裂缝,狭长切口"
sliver,n.长条
slobber,v.淌口水n.口水
slog,v.艰难行进
sloppy,"adj.潮湿的,多阴雨的,溅湿的,溅污的,肥大的"
slosh,"n.泥泞,溅泼声v.溅,泼"
slot,"n.缝,狭槽,位置,水沟,细长的孔,硬币投币口,狭通道,足迹vt.开槽于,跟踪"
slouch,v.懒散
sloven,"n.懒散的人,散漫的人"
slue,v.=slewn.极多
slug,"n.[动]鼻涕虫,懒汉,子弹,金属小块vi.偷懒,捕鼻涕虫vt.插嵌片于"
slumber,n.睡眠v.睡眠
slump,"n.消沉,衰退,(物价)暴跌v.失败,消沉,(物价)暴跌,跌落"
slur,v.忽视n.污点
slurp,n.啧啧吃的声音v.啜食
sly,adj.狡猾的
smarmy,"adj.令人厌烦的,爱说奉承话的,虚情假意的"
smattering,"n.略知,少数"
smear,"v.涂上,抹掉,涂污,诽谤,抹去n.油迹,污点,涂片,釉,中伤"
smirch,v.弄脏n.污迹
smirk,v.傻笑n.假笑
smite,v.重击
smooth,"adj.平滑的,平坦的,平稳的,无毛的,流畅的,圆滑的,安祥的vt.使光滑,烫平,使优雅,消除vi.变平滑,变平静n.一块平地,平滑部分"
smudge,"n.污迹,熏烟v.弄脏,用浓烟熏,染污"
smuggle,"n.走私,偷带v.走私"
smut,"n.煤尘,污迹,(农作物患的)黑穗病vt.弄脏vi.患黑穗病"
snappish,adj.急躁的
snappy,adj.爽快的
snare,n.陷井v.诱捕
snarl,"vi.缠结,混乱,吠,咆哮,怒骂vt.使缠结,搞乱,咆哮着说n.咆哮,吼叫,怒骂,缠结,混乱"
snatch,v.攫取n.攫取
sneaking,"adj.偷偷逃走的,不争气的,内心里的,卑鄙的"
sneer,"v.冷笑,讥笑,嘲笑n.冷笑,嘲笑"
snicker,v.窃笑n.窃笑
snide,"n.骗子,卑鄙勾当,赝品,假珠宝adj.伪造的,不诚实的,卑鄙的,暗讽的"
snip,v.剪断
snipe,"n.[鸟]鹬,香烟屁股,狙击,被开玩笑的人物vi.猎鸟,狙击,诽谤vt.狙击"
snitch,"n.告密者,告发者v.偷"
snob,"n.势利的人,假内行"
snobbish,adj.势利的
snooze,"vi.<口>(尤指在白天)小睡,打盹儿vt.懒散地打发日子n.打盹儿,瞌睡"
snuggle,v.偎依
soak,"v.浸,泡,浸透n.浸透"
sober,adj.冷静的v.镇定
sock,"n.短袜,鞋内衬底,轻软鞋,一击,零食vt.给...穿袜,重击,猛投,请...吃零食vi.爱吃零食adj.非常成功的adv.正着地,不偏不倚地"
sodden,adj.浸透的
soggy,"adj.浸水的,沉闷的"
soil,"n.土壤,土地,国土,国家,温床,粪便,务农vt.弄脏,污辱vi.变脏"
solidify,"v.(使)凝固,(使)团结,巩固"
solitude,n.孤独
somatic,adj.肉体的
somnolent,"adj.想睡的,催眠的"
sophism,n.诡辩
sorcery,"n.巫术,魔术"
soulful,"adj.充满热情的,深情的,感情上的,高尚的"
sour,"adj.酸的,发酵的,酸腐的,酸味的"
spacious,"adj.广大的,大规模的"
spank,"vt.打...的屁股,拍击,鞭策...前进,飞跑vi.飞跑n.一巴掌,出色的人(或东西)"
spark,"n.火花,火星,闪光,情郎,花花公子,活力,电信技师,瞬间放电vi.闪烁,发火花,求婚vt.发动,鼓舞,使有朝气,求婚"
sparring,
spasmodic,"adj.痉挛的,间歇性的"
spat,"n.[动] 蚝卵,口角,掌击vi.一巴掌打去,争吵"
spate,n.大水
spatter,v.溅污n.滴落
spear,"n.矛,枪"
specifics,
speck,n.斑点
spectacular,"adj.引人入胜的,壮观的"
spell,"n.符咒,魅力,一段时间,轮班vt.拼写,拼成,意味着,轮值,招致,迷住vi.轮替,拼字"
spendthrift,n.挥霍者
spew,v.喷涌
spiel,"n.演说,故事,饶舌v.喋喋不休地高谈阔论,演奏音乐"
spin,"v.旋转,纺,纺纱n.旋转"
spindly,"adj.纺锤形的,细长的"
spite,"n.(in ～ of)不顾,不管,敌意v.困扰"
splashy,"adj.易溅的,泼溅的,有色斑的"
spleen,n.脾
splice,v.接合
split,"v.劈开,(使)裂开,分裂,分离n.裂开,裂口,裂痕"
spoilsport,n.扫兴者
spoliation,n.掠夺
spontaneous,"adj.自发的,自然产生的"
sport,"n.运动,[pl.] 运动会"
sportive,"adj.嬉戏着的,欢闹的,开玩笑的,运动的,好色的"
spout,"n.喷管,喷口,水柱,喷流,管口v.喷出,滔滔不绝地讲,喷涌"
sprain,v.扭伤
spree,"n.狂欢,纵乐,无节制的狂热行为vi.狂欢,狂饮"
sprint,v.疾跑 美国著名的通讯公司
spur,"n.踢马剌,剌激物,(鸟,虫等的)距,刺激v.鞭策,刺激,疾驰,驱策"
spurt,"n.(液体等的)喷射,冲刺vt.(液体等) 喷射vi.(液体等) 喷出,迸发,冲刺"
squabble,v.争论
squall,"n.暴风,暴风雪,嚎啕vi.狂风吹袭,嚎啕,哇哇地叫嚷vt.尖声叫着"
squalor,"n.肮脏,悲惨,贫穷"
square,"n.正方形,广场,平方,直角尺adj.正方形的,四方的,直角的,正直的,公平的,结清的,平方的,彻底的adv.成直角地,正直地,公平地,坚定地v.使成方形,弄平,使直,与...一致,符合,自乘,结算"
squat,"v.蹲坐,蹲伏n.蹲坐adj.蹲着的"
squeamish,"adj.过于拘谨的,洁癖的,易呕吐的,神经质的"
squeeze,"n.压榨,挤v.压榨,挤,挤榨"
squelch,v.压制
squint,v.斜视
stab,"n.刺,刺伤的伤口,一阵突然而强烈的感觉,中伤,伤痛v.剌,刺伤,伤害(感情等)"
stagy,adj.做作的
staid,adj.沉静的
stain,"n.污点,瑕疵v.染污,沾污"
stale,"n.(牲畜等的)尿adj.不新鲜的,陈腐的,疲倦的,陈旧的vt.使变旧,走味vi.变陈旧,变无味,失时效,撒尿"
stammer,"v.口吃,结巴着说出,结结巴巴地说n.口吃"
stampede,n.惊跑v.惊跑
stanza,"n.节,演出期,比赛中的盘"
star-crossed,
startle,v.震惊
stationary, 固定的
statuary,n.雕象
stature,"n.身高,身材,(精神、道德等的)高度"
status,"n.身份,地位,情形,状况"
statutory,"adj.法令的,法定的"
staunch,adj.坚定的
stealth,n.秘密行动
steep,"adj.陡峭的,险峻的,急剧升降的,不合理的n.悬崖,峭壁,浸渍,浸渍液v.浸,泡,沉浸"
steer,"v.驾驶,掌舵"
stench,"n.恶臭,臭气v.(使)发恶臭"
stentorian,adj.声音洪亮的
sterilize,"vt.杀菌,消毒,使成不毛"
stickler,"n.坚持己见的人,困难的问题"
sticky,"adj.粘的,粘性的"
stiff,"adj.硬的,僵直的,拘谨的,呆板的,艰难的,费劲的,僵硬的"
stifle,"vt.使窒息,抑制vi.窒息,闷死"
stigma,"n.污名,(植物)柱头,[动物] 气门,耻辱"
stigmatize,"vt.打烙印,诬蔑"
stimulant,n.刺激物
sting,"n.刺,刺痛,针刺v.刺,刺痛,刺激"
stinginess,n.小气
stipple,"n.点刻,点画vt.点刻,画点画,点彩"
stipulation,"n.约定,约束,契约"
stir,"n.轰动,搅动,监牢vt.动,移动,摇动,激起,搅和,惹起vi.走动,传播,流行"
stitch,"v.缝,缝合n.一针,针脚,缝针"
stock,"n.树干,库存,股票,股份,托盘,祖先,血统,原料adj.股票的,普通的,常备的,存货的,繁殖用的vt.装把手于,进货,备有,放牧vi.出新芽,采购"
stodgy,"adj.油腻的,不易消化的,乏味的,暗淡的,塞满的,平凡的,庸俗的,笨重的"
stoke,"v.司炉,(使)大吃"
stolid,"adj.不易激动的,感觉迟钝的,神经麻木的"
stomach,"n.胃,胃口,胃部v.容忍"
stonewall,"vi.慎重的打球,妨碍,阻碍"
stooge,"n.喜剧里的配角或丑角,助手,伙伴vi.充当配角"
stoop,"n.弯腰,屈背,屈服vi.弯下,弯下上身,屈服,弯腰,堕落vt.俯曲,辱没"
stouthearted,"adj.刚毅的,大胆的"
straggle,"v.迷路,落伍,蔓生,四散,漫延n.散乱"
straightforward, dly//adv.正直地
straiten,"vt.使穷困,使为难,限制"
strand,"n.绳、线之一股,线,绳,串,海滨,河岸vi.搁浅vt.使搁浅,使落后,使陷于困境,弄断,搓"
stranded,
strangulation,"n.勒杀,压缩,箝制"
stray,"v.迷路,偏离,漂泊,漂泊游荡adj.迷路的,离群的,偶遇的"
stretch,"v.伸展,伸长n.一段时间,一段路程,伸展"
strew,"vt.散播,点缀,撒满"
striate,"adj.有条纹的,有细槽的vt.加条纹"
striated,"adj.有条纹的,有细条的,有线纹的"
stricture,n.责难
strident,"adj.轧轧响的,刺耳的,尖锐的"
strife,"n.斗争,冲突,竞争"
striking,"adj.打击的,显著的,惊人的,罢工的"
stroke,"n.击,敲,报时的钟声,(网球等)一击,(划船等)一划,(绘画等)一笔,一次努力,打击vt.抚摸"
stroll,"n.漫步,闲逛,四处流浪v.闲逛,漫步,跋涉于"
strut,"n.高视阔步,支柱,压杆vi.大摇大摆地走,肿胀vt.支撑,炫耀"
stubborn,"adj.顽固的,固执的,坚定的,坚决的,难应付的,难处理的"
stubby,"adj.断株样的,短而粗硬的"
studied,"adj.有计划的,故意的"
stuffy,adj.乏味的
stultify,"vt.使显得愚笨,使变无效,使成为徒劳"
stun,"vt.使晕倒,使惊吓,打晕n.晕眩,打昏,惊倒"
stunt,"v.阻碍...发育,妨碍...生长,作惊人表演,使绝招n.发育迟缓,矮小的人(或物),惊人表演,绝技"
stupefy,v.麻木
stupendous,"adj.惊人的,巨大的"
stupor,n.昏迷
sturdy,"adj.强健的,坚定的,毫不含糊的n.[兽医]家畜晕倒病"
stutter,"n.口吃,结结巴巴v.口吃着说"
stygian,"adj.地狱的,阴暗的,阴黑的,幽暗的"
suavity,"n.柔和,愉快,温和"
subcelestial,"adj.在天下面的,尘世的"
subjugate,"vt.使屈服,征服,使服从,克制,抑制"
sublimate,"vt.[化][心]使升华,使高尚vi.升华,纯化adj.纯净化的,高尚的,理想化的,气质高贵的n.升华物"
sublime,"adj.庄严的,崇高的,壮观的,卓越的,极端的,异常的v.提高,(使)变高尚,(使)纯化,(使)升华n.庄严,崇高,顶点"
submit,"v.(使)服从,(使)顺从vt.提交,递交"
suborn,v.唆使
subpoena,"n.传票vt.传呼,索取"
subreption,"n.隐匿真相,歪曲事实"
subscribe,"v.捐款,订阅,签署(文件),赞成,预订"
subsequent,"adj.后来的,并发的"
subsidiary,"adj.辅助的,补充的"
subsidy,"n.补助金,津贴"
subsistence,"n.生存,生活,留存"
substance,"n.物质,实质,主旨,物质,物"
substantial,"adj.坚固的,实质的,真实的,充实的"
substratum,"n.底土,下层土壤地基"
subsume,"v.包容,包含"
subterfuge,n.托词
subvention,n.补助金
suckle,"vt.哺乳,养育,吮吸vi.吸奶"
sufficient,"adj.充分的,足够的"
suffocate,"vt.使窒息,噎住,闷熄vi.被闷死,窒息,受阻"
suggestive,"adj.提示的,启发的,暗示的"
sulky,"adj.生气的,阴沉的"
sullen,"adj.愠怒的,沉沉不乐的,(天气等)阴沉的"
summation,"n.[数]总和,和,合计"
summon,"v.召集,召唤,号召,鼓起,振作"
sunder,"v.切开,分离"
sundry,adj.各式各样的
superannuated,"adj.退休的,过时的"
supererogatory,"adj.额外的,超出职务的"
superfluity,"n.额外,奢侈品"
superimpose,"v.添加,双重"
superiority,"n.优越,高傲"
superlative,adj.最高的
supervise,"v.监督,管理,指导"
supine,"adj.仰卧的,掌心向上的,懒散的,向后靠的"
